mortgage_id,customer_id,origination_date,original_balance,current_balance,mortgage_rate,original_term_years,remaining_term_months,monthly_payment,ltv,property_value,delinquency_flag
M0100307,C0100307,2021-01-18,330000,308000,4.858,30,293,1742.98,0.661,466000,0
M0100308,C0100308,2025-05-08,321000,316000,4.64,30,344,1653.27,0.702,450000,0
M0100309,C0100309,2021-07-09,202000,190000,6.521,30,298,1279.57,0.499,381000,0
M0100310,C0100310,2025-08-29,386000,381000,3.848,30,348,1809.16,0.695,548000,0
M0100311,C0100311,2024-06-16,207000,202000,4.846,30,334,1091.82,0.727,278000,0
M0100312,C0100312,2020-01-28,748000,632000,5.111,15,101,5958.48,0.478,1322000,0
M0100313,C0100313,2021-02-12,268000,233000,3.952,15,114,1975.92,0.615,379000,0
M0100314,C0100314,2019-10-22,444000,373000,5.069,15,98,3527.1,0.469,796000,0
M0100315,C0100315,2022-08-29,473000,451000,5.603,30,312,2716.29,0.598,754000,0
M0100316,C0100316,2024-11-14,274000,262000,6.63,15,159,2406.46,0.628,417000,0
M0100317,C0100317,2019-10-11,202000,186000,4.943,30,277,1077.35,0.71,262000,0
M0100318,C0100318,2021-02-20,472000,411000,5.611,15,114,3884.49,0.592,694000,0
M0100319,C0100319,2022-08-07,161000,153000,3.856,30,311,755.33,0.657,233000,0
M0100320,C0100320,2021-02-02,174000,163000,4.162,30,293,847.04,0.517,315000,0
M0100321,C0100321,2023-12-25,444000,430000,3.406,30,328,1970.53,0.596,722000,0
M0100322,C0100322,2020-12-18,296000,276000,6.577,30,292,1885.94,0.482,573000,0
M0100323,C0100323,2021-02-18,230000,215000,5.139,30,294,1254.3,0.712,302000,0
M0100324,C0100324,2024-11-11,255000,244000,5.743,15,159,2116.59,0.587,416000,0
M0100325,C0100325,2025-07-09,220000,217000,6.076,30,346,1329.78,0.689,315000,0
M0100326,C0100326,2020-08-15,975000,906000,6.389,30,288,6091.66,0.582,1557000,0
M0100327,C0100327,2021-05-09,545000,477000,7.706,15,116,5116.23,0.626,762000,0
M0100328,C0100328,2023-12-09,217000,210000,5.455,30,327,1225.98,0.654,321000,0
M0100329,C0100329,2022-06-10,280000,266000,4.717,30,309,1455.05,0.54,493000,0
M0100330,C0100330,2025-07-09,442000,436000,6.268,30,346,2726.65,0.529,824000,0
M0100331,C0100331,2024-08-23,201000,196000,8.0,30,336,1474.87,0.585,335000,0
M0100332,C0100332,2025-03-02,248000,244000,4.907,30,342,1317.26,0.661,369000,0
M0100333,C0100333,2025-07-21,282000,278000,4.626,30,347,1450.04,0.647,430000,0
M0100334,C0100334,2024-11-14,211000,207000,2.8,30,339,866.99,0.6,345000,0
M0100335,C0100335,2025-06-01,567000,550000,3.226,15,165,3977.52,0.583,943000,0
M0100336,C0100336,2020-01-15,229000,211000,7.061,30,281,1532.94,0.494,427000,0
M0100337,C0100337,2025-03-16,309000,304000,5.309,30,343,1717.62,0.5,608000,0
M0100338,C0100338,2024-11-28,347000,340000,4.248,30,339,1706.63,0.7,486000,0
M0100339,C0100339,2022-10-09,724000,691000,5.503,30,313,4112.16,0.491,1407000,0
M0100340,C0100340,2022-02-02,314000,297000,8.0,30,305,2304.02,0.561,529000,0
M0100341,C0100341,2021-06-15,954000,896000,5.505,30,298,5419.7,0.619,1447000,0
M0100342,C0100342,2025-02-10,273000,268000,7.606,30,342,1928.71,0.705,380000,0
M0100343,C0100343,2024-11-22,293000,281000,4.469,15,159,2236.79,0.551,510000,0
M0100344,C0100344,2025-08-07,524000,517000,7.106,30,347,3523.57,0.561,922000,0
M0100345,C0100345,2024-09-28,856000,837000,4.883,30,337,4534.18,0.508,1648000,0
M0100346,C0100346,2024-07-20,287000,280000,4.653,30,335,1480.39,0.653,429000,0
M0100347,C0100347,2020-10-25,608000,566000,4.466,30,290,3068.38,0.563,1005000,0
M0100348,C0100348,2022-02-25,501000,474000,5.144,30,306,2733.74,0.547,867000,0
M0100349,C0100349,2024-04-30,224000,212000,6.573,15,152,1960.28,0.516,411000,0
M0100350,C0100350,2024-12-27,325000,319000,4.97,30,340,1738.72,0.52,614000,0
M0100351,C0100351,2020-09-24,321000,299000,6.677,30,289,2066.45,0.516,579000,0
M0100352,C0100352,2021-06-03,196000,184000,4.711,30,297,1017.83,0.637,289000,0
M0100353,C0100353,2025-02-15,356000,349000,5.41,30,342,2001.27,0.603,579000,0
M0100354,C0100354,2022-05-06,341000,306000,4.916,15,128,2681.71,0.544,562000,0
M0100355,C0100355,2020-09-05,395000,367000,7.493,30,288,2760.0,0.468,784000,0
M0100356,C0100356,2024-01-29,339000,329000,6.069,30,329,2047.54,0.588,560000,0
M0100357,C0100357,2021-04-21,235000,220000,5.813,30,296,1380.82,0.731,301000,0
M0100358,C0100358,2023-05-17,1114000,1071000,5.193,30,321,6112.28,0.53,2019000,0
M0100359,C0100359,2024-10-23,365000,357000,4.859,30,338,1928.07,0.633,564000,0
M0100360,C0100360,2024-01-01,628000,608000,4.393,30,328,3142.18,0.591,1029000,0
M0100361,C0100361,2023-09-02,408000,379000,6.954,15,144,3656.73,0.515,736000,0
M0100362,C0100362,2025-06-17,696000,686000,3.724,30,346,3213.02,0.5,1373000,0
M0100363,C0100363,2023-09-13,222000,214000,5.101,30,325,1205.48,0.519,412000,0
M0100364,C0100364,2019-11-27,313000,288000,6.471,30,279,1972.41,0.639,451000,0
M0100365,C0100365,2024-11-22,262000,256000,3.657,30,339,1199.58,0.692,370000,0
M0100366,C0100366,2025-08-17,246000,243000,5.696,30,348,1427.16,0.498,488000,0
M0100367,C0100367,2023-06-09,375000,361000,4.542,30,321,1909.44,0.682,529000,0
M0100368,C0100368,2019-12-06,290000,267000,5.529,30,279,1651.87,0.681,392000,0
M0100369,C0100369,2021-08-19,161000,151000,5.315,30,300,895.54,0.489,309000,0
M0100370,C0100370,2022-08-14,282000,269000,3.02,30,312,1191.97,0.602,447000,0
M0100371,C0100371,2021-04-26,270000,253000,6.202,30,296,1654.02,0.729,347000,0
M0100372,C0100372,2025-08-21,509000,503000,4.413,30,348,2552.78,0.583,863000,0
M0100373,C0100373,2024-06-24,159000,155000,4.896,30,334,843.47,0.638,243000,0
M0100374,C0100374,2020-08-24,254000,236000,5.556,30,288,1451.12,0.589,401000,0
M0100375,C0100375,2021-05-15,225000,211000,5.913,30,297,1336.43,0.552,382000,0
M0100376,C0100376,2022-12-07,476000,434000,5.992,15,135,4014.7,0.457,949000,0
M0100377,C0100377,2024-02-06,250000,235000,6.37,15,149,2159.94,0.706,333000,0
M0100378,C0100378,2024-05-01,553000,523000,2.8,15,152,3765.95,0.663,789000,0
M0100379,C0100379,2025-06-10,320000,315000,6.031,30,345,1924.94,0.524,601000,0
M0100380,C0100380,2020-05-28,419000,388000,5.512,30,285,2382.19,0.684,567000,0
M0100381,C0100381,2024-07-12,570000,541000,4.891,15,155,4475.23,0.479,1129000,0
M0100382,C0100382,2020-10-24,180000,168000,5.789,30,290,1054.89,0.625,269000,0
M0100383,C0100383,2023-08-24,290000,280000,6.513,30,324,1835.48,0.56,500000,0
M0100384,C0100384,2020-03-31,405000,375000,4.536,30,283,2060.75,0.663,566000,0
M0100385,C0100385,2025-06-25,362000,357000,7.042,30,346,2418.61,0.664,538000,0
M0100386,C0100386,2022-08-06,171000,163000,6.761,30,311,1110.35,0.572,285000,0
M0100387,C0100387,2025-02-15,464000,447000,5.907,15,162,3892.22,0.488,916000,0
M0100388,C0100388,2025-09-08,336000,332000,4.155,30,348,1634.28,0.645,515000,0
M0100389,C0100389,2023-07-24,349000,323000,7.87,15,143,3309.09,0.48,673000,0
M0100390,C0100390,2021-11-16,293000,277000,5.813,30,303,1721.61,0.672,412000,1
M0100391,C0100391,2020-02-26,80000,74000,5.663,30,282,462.45,0.725,102000,0
M0100392,C0100392,2024-10-15,431000,421000,5.625,30,338,2481.08,0.52,810000,0
M0100393,C0100393,2021-11-19,440000,415000,6.108,30,303,2668.65,0.531,782000,0
M0100394,C0100394,2020-11-20,265000,229000,6.52,15,111,2311.35,0.647,354000,0
M0100395,C0100395,2020-02-04,156000,144000,5.472,30,281,883.01,0.731,197000,0
M0100396,C0100396,2024-01-10,251000,243000,4.133,30,328,1217.64,0.519,468000,0
M0100397,C0100397,2025-06-22,539000,531000,6.638,30,346,3455.91,0.715,743000,0
M0100398,C0100398,2019-12-18,267000,246000,4.603,30,280,1369.24,0.572,430000,0
M0100399,C0100399,2020-06-28,331000,307000,4.395,30,286,1656.54,0.491,625000,0
M0100400,C0100400,2024-03-05,277000,269000,5.43,30,330,1560.63,0.578,465000,0
M0100401,C0100401,2024-11-18,384000,376000,4.999,30,339,2061.16,0.509,739000,0
M0100402,C0100402,2022-06-30,170000,162000,5.918,30,310,1010.29,0.747,217000,0
M0100403,C0100403,2024-04-11,296000,288000,6.127,30,331,1798.91,0.621,464000,0
M0100404,C0100404,2022-04-26,567000,538000,4.983,30,308,3037.89,0.679,792000,0
M0100405,C0100405,2025-02-04,207000,199000,5.633,15,161,1706.01,0.62,321000,0
M0100406,C0100406,2020-02-20,286000,264000,4.966,30,282,1529.37,0.507,521000,0
M0100407,C0100407,2023-03-26,555000,510000,6.344,15,139,4787.18,0.479,1065000,0
M0100408,C0100408,2024-11-07,476000,466000,6.039,30,338,2865.81,0.719,648000,0
M0100409,C0100409,2024-06-25,411000,400000,6.289,30,334,2541.03,0.645,620000,0
M0100410,C0100410,2021-09-17,398000,375000,5.187,30,301,2182.27,0.595,630000,0
M0100411,C0100411,2021-04-06,395000,370000,5.784,30,295,2313.65,0.653,567000,0
M0100412,C0100412,2025-01-22,292000,286000,6.061,30,341,1762.16,0.701,408000,0
M0100413,C0100413,2021-03-03,569000,532000,6.324,30,294,3530.86,0.501,1062000,0
M0100414,C0100414,2020-02-02,259000,239000,6.229,30,281,1591.17,0.486,492000,0
M0100415,C0100415,2023-12-15,199000,193000,5.365,30,328,1113.1,0.763,253000,0
M0100416,C0100416,2021-12-31,164000,146000,4.235,15,124,1232.49,0.459,318000,0
M0100417,C0100417,2020-11-25,241000,225000,6.052,30,291,1452.98,0.507,444000,0
M0100418,C0100418,2020-01-19,239000,220000,5.997,30,281,1432.46,0.629,350000,0
M0100419,C0100419,2024-09-18,230000,225000,4.29,30,337,1136.85,0.565,398000,0
M0100420,C0100420,2020-05-15,182000,169000,6.431,30,285,1142.12,0.581,291000,0
M0100421,C0100421,2025-06-15,395000,389000,5.672,30,346,2285.58,0.701,555000,0
M0100422,C0100422,2022-05-17,204000,194000,5.358,30,309,1140.18,0.713,272000,0
M0100423,C0100423,2024-09-15,431000,421000,5.735,30,337,2511.09,0.577,730000,0
M0100424,C0100424,2025-01-06,470000,461000,6.524,30,340,2978.14,0.77,599000,1
M0100425,C0100425,2024-03-22,1186000,1152000,7.214,30,331,8061.67,0.525,2196000,0
M0100426,C0100426,2024-10-03,261000,255000,5.441,30,337,1472.28,0.56,455000,0
M0100427,C0100427,2025-05-24,303000,298000,5.247,30,345,1672.61,0.567,526000,0
M0100428,C0100428,2023-11-24,226000,219000,6.169,30,327,1379.64,0.584,375000,0
M0100429,C0100429,2025-01-14,182000,178000,4.026,30,341,871.63,0.571,312000,0
M0100430,C0100430,2023-05-26,266000,256000,6.449,30,321,1672.39,0.496,516000,0
M0100431,C0100431,2023-11-19,222000,215000,4.01,30,327,1061.14,0.581,370000,0
M0100432,C0100432,2022-07-30,181000,172000,3.988,30,311,862.87,0.652,264000,0
M0100433,C0100433,2020-08-02,369000,343000,7.209,30,287,2506.98,0.519,661000,0
M0100434,C0100434,2024-11-09,192000,184000,3.209,15,158,1345.3,0.639,288000,0
M0100435,C0100435,2020-07-26,435000,404000,6.938,30,287,2875.98,0.489,826000,0
M0100436,C0100436,2022-06-19,503000,478000,7.216,30,310,3419.75,0.601,795000,0
M0100437,C0100437,2019-09-28,213000,196000,5.874,30,277,1259.84,0.634,309000,0
M0100438,C0100438,2023-04-03,660000,634000,6.166,30,319,4027.75,0.735,863000,0
M0100439,C0100439,2025-02-09,401000,386000,3.768,15,161,2919.74,0.641,602000,0
M0100440,C0100440,2024-06-08,316000,308000,4.958,30,333,1688.25,0.595,518000,0
M0100441,C0100441,2025-09-07,135000,133000,5.894,30,348,800.22,0.751,177000,0
M0100442,C0100442,2020-07-02,139000,129000,5.862,30,286,821.08,0.467,276000,0
M0100443,C0100443,2022-04-22,720000,646000,5.989,15,128,6071.49,0.526,1227000,0
M0100444,C0100444,2020-05-29,634000,588000,5.862,30,285,3745.08,0.508,1157000,0
M0100445,C0100445,2022-01-29,729000,650000,5.523,15,125,5965.44,0.681,954000,0
M0100446,C0100446,2020-02-05,830000,766000,4.156,30,281,4037.56,0.594,1290000,0
M0100447,C0100447,2024-04-12,652000,634000,5.887,30,332,3861.83,0.631,1004000,1
M0100448,C0100448,2023-09-16,369000,356000,4.249,30,325,1815.04,0.55,647000,0
M0100449,C0100449,2020-12-01,434000,405000,5.099,30,291,2356.14,0.582,696000,1
M0100450,C0100450,2020-10-07,233000,217000,7.031,30,289,1555.01,0.648,335000,0
M0100451,C0100451,2019-12-19,369000,340000,3.779,30,280,1714.97,0.509,668000,0
M0100452,C0100452,2020-05-18,476000,441000,5.363,30,285,2661.9,0.523,843000,0
M0100453,C0100453,2023-09-16,480000,447000,6.455,15,145,4169.45,0.598,747000,0
M0100454,C0100454,2021-08-24,308000,290000,6.203,30,300,1887.0,0.494,587000,0
M0100455,C0100455,2020-01-10,119000,110000,5.836,30,280,700.97,0.683,161000,0
M0100456,C0100456,2024-02-09,154000,145000,4.755,15,149,1198.26,0.575,252000,0
M0100457,C0100457,2025-01-26,416000,400000,6.942,15,161,3725.65,0.51,785000,0
M0100458,C0100458,2022-09-05,255000,243000,4.154,30,312,1240.16,0.535,454000,0
M0100459,C0100459,2022-11-05,457000,436000,6.262,30,314,2817.4,0.58,752000,0
M0100460,C0100460,2021-07-14,178000,167000,5.668,30,299,1029.51,0.711,235000,0
M0100461,C0100461,2024-07-07,647000,631000,4.635,30,334,3330.36,0.764,826000,0
M0100462,C0100462,2023-01-03,205000,196000,5.072,30,316,1109.52,0.546,359000,0
M0100463,C0100463,2022-03-12,686000,650000,7.492,30,306,4792.85,0.6,1083000,0
M0100464,C0100464,2022-03-15,151000,143000,4.222,30,307,740.36,0.606,236000,0
M0100465,C0100465,2025-04-09,443000,436000,3.564,30,343,2005.13,0.637,684000,0
M0100466,C0100466,2025-01-31,206000,202000,4.798,30,341,1080.56,0.711,284000,0
M0100467,C0100467,2022-09-03,326000,311000,5.954,30,312,1944.9,0.571,545000,0
M0100468,C0100468,2023-06-23,561000,540000,7.066,30,322,3757.25,0.627,861000,0
M0100469,C0100469,2024-08-28,514000,502000,5.528,30,336,2927.47,0.748,671000,0
M0100470,C0100470,2020-11-13,217000,188000,3.709,15,111,1573.66,0.445,422000,1
M0100471,C0100471,2023-03-12,241000,231000,5.605,30,318,1384.29,0.589,392000,0
M0100472,C0100472,2022-03-23,149000,141000,6.442,30,307,936.11,0.659,214000,0
M0100473,C0100473,2021-07-28,134000,126000,5.853,30,299,790.78,0.529,238000,0
M0100474,C0100474,2021-05-08,216000,203000,6.043,30,296,1301.01,0.498,408000,0
M0100475,C0100475,2023-09-12,214000,199000,3.441,15,145,1523.66,0.63,316000,0
M0100476,C0100476,2025-07-20,154000,152000,4.024,30,347,737.35,0.507,300000,0
M0100477,C0100477,2022-06-16,296000,281000,5.353,30,310,1653.46,0.561,501000,0
M0100478,C0100478,2024-04-05,322000,313000,6.747,30,331,2087.84,0.673,465000,0
M0100479,C0100479,2019-11-15,326000,300000,4.632,30,279,1677.46,0.518,579000,0
M0100480,C0100480,2020-05-01,220000,204000,5.725,30,284,1280.37,0.541,377000,0
M0100481,C0100481,2020-06-13,245000,227000,5.683,30,286,1419.34,0.477,476000,0
M0100482,C0100482,2021-01-02,280000,261000,4.353,30,292,1394.37,0.487,536000,0
M0100483,C0100483,2019-09-20,493000,453000,4.69,30,277,2553.92,0.54,839000,0
M0100484,C0100484,2019-12-19,234000,216000,5.472,30,280,1324.52,0.535,404000,0
M0100485,C0100485,2024-08-20,142000,135000,5.098,15,156,1130.19,0.675,200000,1
M0100486,C0100486,2022-01-05,279000,264000,6.403,30,304,1745.71,0.523,505000,0
M0100487,C0100487,2022-09-25,264000,252000,5.037,30,313,1423.18,0.512,492000,0
M0100488,C0100488,2025-07-04,146000,144000,6.476,30,346,920.52,0.495,291000,0
M0100489,C0100489,2020-12-29,268000,250000,5.102,30,292,1455.43,0.66,379000,0
M0100490,C0100490,2025-01-15,211000,203000,5.526,15,161,1726.96,0.577,352000,0
M0100491,C0100491,2020-02-16,315000,291000,6.38,30,282,1966.22,0.467,623000,0
M0100492,C0100492,2021-07-11,404000,380000,5.382,30,298,2264.05,0.526,723000,0
M0100493,C0100493,2024-04-02,251000,244000,5.031,30,331,1352.18,0.649,376000,0
M0100494,C0100494,2025-06-24,423000,417000,5.424,30,346,2381.62,0.768,543000,0
M0100495,C0100495,2019-10-10,281000,258000,6.483,30,277,1772.97,0.463,557000,0
M0100496,C0100496,2020-11-06,287000,267000,5.865,30,290,1695.88,0.537,497000,0
M0100497,C0100497,2023-01-19,281000,257000,3.141,15,137,1959.65,0.49,524000,0
M0100498,C0100498,2020-11-15,297000,277000,4.706,30,291,1541.43,0.712,389000,0
M0100499,C0100499,2021-01-25,165000,154000,4.715,30,293,857.24,0.554,278000,0
M0100500,C0100500,2022-01-11,131000,124000,6.142,30,305,797.41,0.488,254000,0
M0100501,C0100501,2022-08-03,573000,546000,3.392,30,311,2538.61,0.553,987000,0
M0100502,C0100502,2025-06-08,364000,359000,5.808,30,345,2137.64,0.642,559000,0
M0100503,C0100503,2023-11-30,250000,242000,6.2,30,327,1531.17,0.656,369000,1
M0100504,C0100504,2023-11-02,558000,539000,6.2,30,326,3417.58,0.729,739000,0
M0100505,C0100505,2025-01-16,1373000,1347000,5.407,30,341,7715.82,0.783,1720000,0
M0100506,C0100506,2021-06-11,155000,146000,3.723,30,297,715.46,0.624,234000,0
M0100507,C0100507,2024-09-22,321000,314000,5.217,30,337,1766.02,0.584,538000,0
M0100508,C0100508,2024-02-22,458000,444000,7.121,30,330,3084.39,0.503,882000,0
M0100509,C0100509,2021-10-25,145000,128000,4.845,15,122,1134.98,0.444,288000,0
M0100510,C0100510,2022-08-01,153000,146000,7.899,30,311,1111.91,0.719,203000,0
M0100511,C0100511,2022-05-18,528000,501000,6.392,30,309,3299.91,0.648,773000,0
M0100512,C0100512,2020-07-29,319000,296000,5.343,30,287,1779.95,0.729,406000,0
M0100513,C0100513,2023-02-07,232000,213000,5.748,15,137,1926.3,0.609,350000,0
M0100514,C0100514,2021-12-28,144000,136000,5.912,30,304,855.22,0.542,251000,0
M0100515,C0100515,2021-12-10,386000,365000,4.865,30,303,2040.4,0.605,603000,0
M0100516,C0100516,2024-12-11,163000,160000,5.045,30,340,879.51,0.528,303000,0
M0100517,C0100517,2022-08-27,197000,188000,7.694,30,312,1403.72,0.734,256000,0
M0100518,C0100518,2022-05-29,203000,193000,7.141,30,309,1369.84,0.55,351000,0
M0100519,C0100519,2024-11-06,277000,271000,5.084,30,338,1501.25,0.489,554000,0
M0100520,C0100520,2024-12-06,189000,185000,4.643,30,339,973.76,0.703,263000,0
M0100521,C0100521,2024-02-17,204000,198000,3.748,30,330,944.52,0.491,403000,0
M0100522,C0100522,2023-02-23,526000,504000,7.872,30,318,3812.77,0.524,961000,0
M0100523,C0100523,2023-02-09,356000,341000,6.627,30,317,2279.98,0.642,531000,0
M0100524,C0100524,2024-04-29,330000,321000,6.871,30,332,2166.98,0.621,517000,0
M0100525,C0100525,2023-04-24,408000,392000,4.902,30,320,2165.86,0.722,543000,0
M0100526,C0100526,2023-12-13,193000,187000,4.83,30,328,1016.11,0.55,340000,0
M0100527,C0100527,2020-04-14,393000,364000,4.486,30,284,1988.01,0.554,657000,0
M0100528,C0100528,2021-10-06,406000,383000,2.8,30,301,1668.23,0.68,563000,0
M0100529,C0100529,2020-01-19,196000,181000,4.538,30,281,997.53,0.562,322000,0
M0100530,C0100530,2021-10-21,442000,417000,5.852,30,302,2608.1,0.479,870000,0
M0100531,C0100531,2022-06-30,369000,351000,5.773,30,310,2158.78,0.481,729000,0
M0100532,C0100532,2022-10-04,374000,357000,4.822,30,313,1967.22,0.517,690000,0
M0100533,C0100533,2024-02-08,754000,731000,6.22,30,329,4627.81,0.715,1023000,0
M0100534,C0100534,2024-08-17,348000,340000,4.758,30,336,1817.01,0.642,530000,0
M0100535,C0100535,2020-11-27,207000,193000,6.344,30,291,1287.22,0.547,353000,0
M0100536,C0100536,2023-05-12,350000,336000,6.33,30,320,2173.25,0.696,483000,0
M0100537,C0100537,2024-08-09,330000,322000,6.401,30,335,2064.39,0.512,629000,0
M0100538,C0100538,2023-03-13,188000,180000,5.581,30,319,1077.02,0.542,332000,0
M0100539,C0100539,2022-09-30,119000,114000,4.602,30,313,610.19,0.659,173000,0
M0100540,C0100540,2021-09-03,317000,298000,4.188,30,300,1547.97,0.493,604000,0
M0100541,C0100541,2019-09-26,525000,440000,3.114,15,97,3654.41,0.474,928000,0
M0100542,C0100542,2019-11-08,528000,486000,6.333,30,278,3279.54,0.493,985000,1
M0100543,C0100543,2020-06-14,377000,322000,3.646,15,106,2722.22,0.493,653000,0
M0100544,C0100544,2020-09-26,719000,669000,5.351,30,289,4015.44,0.472,1416000,0
M0100545,C0100545,2020-02-15,358000,331000,5.74,30,282,2086.92,0.488,678000,0
M0100546,C0100546,2021-05-28,297000,279000,4.324,30,297,1473.96,0.479,582000,0
M0100547,C0100547,2025-02-09,363000,356000,5.364,30,341,2030.21,0.504,706000,0
M0100548,C0100548,2024-04-06,227000,221000,5.851,30,331,1339.31,0.568,389000,0
M0100549,C0100549,2022-12-04,174000,166000,5.199,30,315,955.35,0.505,329000,0
M0100550,C0100550,2020-12-27,201000,174000,6.006,15,112,1696.8,0.567,307000,0
M0100551,C0100551,2021-01-31,258000,241000,5.011,30,293,1386.73,0.705,342000,0
M0100552,C0100552,2020-06-07,505000,468000,5.194,30,285,2771.14,0.574,816000,0
M0100553,C0100553,2024-10-05,159000,155000,4.522,30,337,807.71,0.724,214000,0
M0100554,C0100554,2022-02-11,201000,190000,5.351,30,306,1122.54,0.674,282000,0
M0100555,C0100555,2021-01-31,490000,458000,5.507,30,293,2784.32,0.553,828000,0
M0100556,C0100556,2023-05-03,274000,263000,4.484,30,320,1385.71,0.666,395000,1
M0100557,C0100557,2023-08-25,297000,286000,5.972,30,324,1775.32,0.763,375000,0
M0100558,C0100558,2021-09-25,272000,256000,2.8,30,301,1117.63,0.64,400000,0
M0100559,C0100559,2020-05-18,861000,798000,6.69,30,285,5550.13,0.555,1437000,0
M0100560,C0100560,2022-12-20,434000,415000,3.941,30,316,2057.25,0.591,702000,0
M0100561,C0100561,2023-03-12,372000,357000,6.644,30,318,2386.63,0.646,553000,0
M0100562,C0100562,2025-03-28,362000,356000,6.183,30,343,2213.15,0.55,647000,0
M0100563,C0100563,2024-03-12,402000,379000,6.614,15,151,3527.09,0.653,580000,0
M0100564,C0100564,2025-03-21,826000,812000,4.261,30,343,4068.74,0.55,1477000,0
M0100565,C0100565,2020-03-14,272000,231000,5.276,15,103,2190.27,0.605,382000,0
M0100566,C0100566,2020-08-21,357000,332000,5.823,30,288,2099.94,0.712,466000,0
M0100567,C0100567,2021-06-03,333000,313000,5.971,30,297,1990.3,0.617,507000,0
M0100568,C0100568,2024-05-29,515000,488000,6.424,15,153,4464.71,0.5,976000,0
M0100569,C0100569,2022-12-03,769000,735000,6.216,30,315,4717.87,0.53,1387000,0
